name	0	CUDA 0
cnt_submitted	12355.892514000	1
cnt_ready	12355.897219000	1
cnt_ready	12355.905607000	0
cnt_submitted	12355.905607000	0
cnt_submitted	12355.907017000	1
cnt_ready	12355.908998000	1
cnt_submitted	12355.912752000	2
cnt_ready	12355.914277000	2
cnt_submitted	12355.918061000	3
cnt_ready	12355.919438000	3
cnt_submitted	12355.922477000	4
cnt_ready	12355.924036000	4
cnt_submitted	12355.926968000	5
cnt_ready	12355.928303000	5
cnt_submitted	12355.931571000	6
cnt_ready	12355.932854000	6
cnt_submitted	12355.935914000	7
cnt_ready	12355.937212000	7
cnt_submitted	12355.940088000	8
cnt_ready	12355.941494000	8
cnt_submitted	12355.944206000	9
cnt_ready	12355.945549000	9
cnt_submitted	12355.948233000	10
cnt_ready	12355.949530000	10
cnt_submitted	12355.952427000	11
cnt_ready	12355.953978000	11
cnt_ready	12355.956916000	10
cnt_submitted	12355.956916000	10
cnt_submitted	12355.957263000	11
cnt_ready	12355.958918000	11
cnt_submitted	12355.962122000	12
cnt_ready	12355.963522000	12
cnt_submitted	12355.966376000	13
cnt_ready	12355.967637000	13
cnt_submitted	12355.970593000	14
cnt_ready	12355.971782000	14
0	12595.466090000	239.655117000	239.554442000	0.030053000
cnt_ready	12595.492512000	13
cnt_submitted	12595.492512000	13
0	12835.022040000	239.555950000	239.545505000	0.000000000
cnt_ready	12835.046783000	12
cnt_submitted	12835.046783000	12
0	13074.585448000	239.563408000	239.553981000	0.000000000
cnt_ready	13074.612130000	11
cnt_submitted	13074.612130000	11
0	13314.142229000	239.556781000	239.546596000	0.000000000
cnt_ready	13314.212713000	10
cnt_submitted	13314.212713000	10
0	13553.679838000	239.537609000	239.510429000	0.000000000
cnt_ready	13553.735562000	9
cnt_submitted	13553.735562000	9
0	13793.219484000	239.539646000	239.517265000	0.000000000
cnt_ready	13793.270278000	8
cnt_submitted	13793.270278000	8
0	14032.743419000	239.523935000	239.504304000	0.000000000
cnt_ready	14032.770044000	7
cnt_submitted	14032.770044000	7
0	14272.297768000	239.554349000	239.544117000	0.000000000
cnt_ready	14272.321668000	6
cnt_submitted	14272.321668000	6
0	14511.854229000	239.556461000	239.547042000	0.000000000
cnt_ready	14511.879135000	5
cnt_submitted	14511.879135000	5
0	14751.449279000	239.595050000	239.585067000	0.000000000
cnt_ready	14751.507822000	4
cnt_submitted	14751.507822000	4
0	14990.999852000	239.550573000	239.527471000	0.000000000
cnt_ready	14991.056531000	3
cnt_submitted	14991.056531000	3
0	15230.553227000	239.553375000	239.531309000	0.000000000
cnt_ready	15230.580575000	2
cnt_submitted	15230.580575000	2
0	15470.095849000	239.542622000	239.532156000	0.000000000
cnt_ready	15470.120146000	1
cnt_submitted	15470.120146000	1
0	15709.689798000	239.593949000	239.584097000	0.000000000
cnt_ready	15709.712744000	0
cnt_submitted	15709.712744000	0
0	15949.245330000	239.555532000	239.546479000	0.000000000
0	16188.860899000	239.615569000	239.597415000	0.000000000
cnt_submitted	16189.075092000	1
cnt_ready	16189.106008000	1
cnt_submitted	16189.144707000	2
cnt_ready	16189.154464000	2
cnt_submitted	16189.177056000	3
cnt_ready	16189.186345000	3
cnt_ready	16189.212707000	2
cnt_submitted	16189.212707000	2
cnt_submitted	16189.238072000	3
cnt_ready	16189.248818000	3
cnt_submitted	16189.270339000	4
cnt_ready	16189.280553000	4
cnt_submitted	16189.304271000	5
cnt_ready	16189.312957000	5
cnt_submitted	16189.332601000	6
cnt_ready	16189.340940000	6
cnt_submitted	16189.360809000	7
cnt_ready	16189.369312000	7
cnt_submitted	16189.389178000	8
cnt_ready	16189.397672000	8
cnt_submitted	16189.417499000	9
cnt_ready	16189.425797000	9
cnt_submitted	16189.445556000	10
cnt_ready	16189.454053000	10
cnt_submitted	16189.473857000	11
cnt_ready	16189.482249000	11
cnt_submitted	16189.502261000	12
cnt_ready	16189.510979000	12
cnt_submitted	16189.530880000	13
cnt_ready	16189.538999000	13
cnt_submitted	16189.560893000	14
cnt_ready	16189.570098000	14
cnt_submitted	16189.589964000	15
cnt_ready	16189.599098000	15
cnt_ready	16189.621011000	14
cnt_submitted	16189.621011000	14
0	16429.029061000	240.168162000	239.772270000	0.000000000
cnt_ready	16429.083720000	13
cnt_submitted	16429.083720000	13
0	16668.580767000	239.551706000	239.530493000	0.000000000
cnt_ready	16668.613622000	12
cnt_submitted	16668.613622000	12
0	16908.102585000	239.521818000	239.508423000	0.000000000
cnt_ready	16908.126307000	11
cnt_submitted	16908.126307000	11
0	17147.644963000	239.542378000	239.533019000	0.000000000
cnt_ready	17147.675268000	10
cnt_submitted	17147.675268000	10
0	17387.232712000	239.587749000	239.575484000	0.000000000
cnt_ready	17387.303814000	9
cnt_submitted	17387.303814000	9
0	17626.778912000	239.546200000	239.518215000	0.000000000
cnt_ready	17626.836326000	8
cnt_submitted	17626.836326000	8
0	17866.338313000	239.559401000	239.536448000	0.000000000
cnt_ready	17866.363895000	7
cnt_submitted	17866.363895000	7
0	18105.907713000	239.569400000	239.559202000	0.000000000
cnt_ready	18105.931178000	6
cnt_submitted	18105.931178000	6
0	18345.468348000	239.560635000	239.551178000	0.000000000
cnt_ready	18345.493059000	5
cnt_submitted	18345.493059000	5
0	18585.098114000	239.629766000	239.619780000	0.000000000
cnt_ready	18585.344415000	4
cnt_submitted	18585.344415000	4
0	18824.619745000	239.521631000	239.425664000	0.000000000
cnt_ready	18824.685662000	3
cnt_submitted	18824.685662000	3
0	19064.178379000	239.558634000	239.532282000	0.000000000
cnt_ready	19064.234436000	2
cnt_submitted	19064.234436000	2
0	19303.703760000	239.525381000	239.503487000	0.000000000
cnt_ready	19303.732635000	1
cnt_submitted	19303.732635000	1
0	19543.272871000	239.569111000	239.557230000	0.000000000
cnt_ready	19543.296452000	0
cnt_submitted	19543.296452000	0
0	19782.866134000	239.593263000	239.583777000	0.000000000
0	20022.425302000	239.559168000	239.548868000	0.000000000
cnt_submitted	20022.494151000	1
cnt_ready	20022.498846000	1
cnt_ready	20022.503254000	0
cnt_submitted	20022.503254000	0
cnt_submitted	20022.506909000	1
cnt_ready	20022.508883000	1
cnt_submitted	20022.513300000	2
cnt_ready	20022.514818000	2
cnt_submitted	20022.518759000	3
cnt_ready	20022.533361000	3
cnt_submitted	20022.536274000	4
cnt_ready	20022.537869000	4
cnt_submitted	20022.541097000	5
cnt_ready	20022.542453000	5
cnt_submitted	20022.545669000	6
cnt_ready	20022.546966000	6
cnt_submitted	20022.549925000	7
cnt_ready	20022.551220000	7
cnt_submitted	20022.554044000	8
cnt_ready	20022.555426000	8
cnt_submitted	20022.558142000	9
cnt_ready	20022.559430000	9
cnt_submitted	20022.562320000	10
cnt_ready	20022.564066000	10
cnt_ready	20022.567039000	9
cnt_submitted	20022.567039000	9
cnt_submitted	20022.567098000	10
cnt_ready	20022.568565000	10
cnt_submitted	20022.572104000	11
cnt_ready	20022.573500000	11
cnt_submitted	20022.576252000	12
cnt_ready	20022.577573000	12
cnt_submitted	20022.580365000	13
cnt_ready	20022.581746000	13
cnt_submitted	20022.584490000	14
cnt_ready	20022.585693000	14
0	20262.185909000	239.760607000	239.676797000	0.007597000
cnt_ready	20262.244841000	13
cnt_submitted	20262.244841000	13
0	20501.718285000	239.532376000	239.508439000	0.000000000
cnt_ready	20501.746007000	12
cnt_submitted	20501.746007000	12
0	20741.235301000	239.517016000	239.505817000	0.000000000
cnt_ready	20741.260771000	11
cnt_submitted	20741.260771000	11
0	20980.786112000	239.550811000	239.541101000	0.000000000
cnt_ready	20980.812254000	10
cnt_submitted	20980.812254000	10
0	21220.293935000	239.507823000	239.497468000	0.000000000
cnt_ready	21220.318009000	9
cnt_submitted	21220.318009000	9
0	21459.910564000	239.616629000	239.606896000	0.000000000
cnt_ready	21459.981832000	8
cnt_submitted	21459.981832000	8
0	21699.515006000	239.604442000	239.575930000	0.000000000
cnt_ready	21699.571492000	7
cnt_submitted	21699.571492000	7
0	21939.084086000	239.569080000	239.545701000	0.000000000
cnt_ready	21939.114127000	6
cnt_submitted	21939.114127000	6
0	22178.659285000	239.575199000	239.563421000	0.000000000
cnt_ready	22178.686197000	5
cnt_submitted	22178.686197000	5
0	22418.219903000	239.560618000	239.549767000	0.000000000
cnt_ready	22418.243253000	4
cnt_submitted	22418.243253000	4
0	22657.797645000	239.577742000	239.568602000	0.000000000
cnt_ready	22657.846252000	3
cnt_submitted	22657.846252000	3
0	22899.830531000	242.032886000	242.013549000	0.000000000
cnt_ready	22900.236852000	2
cnt_submitted	22900.236852000	2
0	23141.898193000	242.067662000	241.929986000	0.000000000
cnt_ready	23142.235683000	1
cnt_submitted	23142.235683000	1
0	23388.261381000	246.363188000	246.226745000	0.000000000
cnt_ready	23388.326650000	0
cnt_submitted	23388.326650000	0
0	23627.835615000	239.574234000	239.549293000	0.000000000
0	23867.361064000	239.525449000	239.504280000	0.000000000
cnt_submitted	23867.423448000	1
cnt_ready	23867.428439000	1
cnt_ready	23867.432902000	0
cnt_submitted	23867.432902000	0
cnt_submitted	23867.435990000	1
cnt_ready	23867.437950000	1
cnt_submitted	23867.441554000	2
cnt_ready	23867.443139000	2
cnt_submitted	23867.459309000	3
cnt_ready	23867.460863000	3
cnt_submitted	23867.463857000	4
cnt_ready	23867.465424000	4
cnt_submitted	23867.468307000	5
cnt_ready	23867.469812000	5
cnt_submitted	23867.472567000	6
cnt_ready	23867.473853000	6
cnt_submitted	23867.476685000	7
cnt_ready	23867.478037000	7
cnt_submitted	23867.480918000	8
cnt_ready	23867.482342000	8
cnt_submitted	23867.485109000	9
cnt_ready	23867.486401000	9
cnt_submitted	23867.489083000	10
cnt_ready	23867.490564000	10
cnt_submitted	23867.493624000	11
cnt_ready	23867.494191000	9
cnt_submitted	23867.494191000	10
cnt_ready	23867.495110000	10
cnt_submitted	23867.498419000	11
cnt_ready	23867.499812000	11
cnt_submitted	23867.502583000	12
cnt_ready	23867.503744000	12
cnt_submitted	23867.506601000	13
cnt_ready	23867.507743000	13
cnt_submitted	23867.510688000	14
cnt_ready	23867.511863000	14
0	24107.008746000	239.647682000	239.570701000	0.046788000
cnt_ready	24107.038056000	13
cnt_submitted	24107.038056000	13
0	24346.577348000	239.568602000	239.557379000	0.000000000
cnt_ready	24346.601343000	12
cnt_submitted	24346.601343000	12
0	24586.200839000	239.623491000	239.614077000	0.000000000
cnt_ready	24586.521314000	11
cnt_submitted	24586.521314000	11
0	24825.684313000	239.483474000	239.358326000	0.000000000
cnt_ready	24825.742024000	10
cnt_submitted	24825.742024000	10
0	25065.219057000	239.534744000	239.511388000	0.000000000
cnt_ready	25065.246384000	9
cnt_submitted	25065.246384000	9
0	25304.813833000	239.594776000	239.583692000	0.000000000
cnt_ready	25304.839440000	8
cnt_submitted	25304.839440000	8
0	25544.353455000	239.539622000	239.529640000	0.000000000
cnt_ready	25544.375784000	7
cnt_submitted	25544.375784000	7
0	25783.990413000	239.636958000	239.628306000	0.000000000
cnt_ready	25784.293032000	6
cnt_submitted	25784.293032000	6
0	26023.512174000	239.521761000	239.386960000	0.000000000
cnt_ready	26023.584094000	5
cnt_submitted	26023.584094000	5
0	26263.054851000	239.542677000	239.514555000	0.000000000
cnt_ready	26263.108400000	4
cnt_submitted	26263.108400000	4
0	26502.589696000	239.534845000	239.513575000	0.000000000
cnt_ready	26502.614163000	3
cnt_submitted	26502.614163000	3
0	26742.158085000	239.568389000	239.558365000	0.000000000
cnt_ready	26742.181379000	2
cnt_submitted	26742.181379000	2
0	26981.745098000	239.587013000	239.577817000	0.000000000
cnt_ready	26981.768487000	1
cnt_submitted	26981.768487000	1
0	27221.305473000	239.560375000	239.551257000	0.000000000
cnt_ready	27221.357254000	0
cnt_submitted	27221.357254000	0
0	27460.888417000	239.582944000	239.562641000	0.000000000
0	27700.445038000	239.556621000	239.531215000	0.000000000
cnt_submitted	27700.513409000	1
cnt_ready	27700.531117000	1
cnt_ready	27700.540021000	0
cnt_submitted	27700.540021000	0
cnt_submitted	27700.541651000	1
cnt_ready	27700.543308000	1
cnt_submitted	27700.547189000	2
cnt_ready	27700.548856000	2
cnt_submitted	27700.552182000	3
cnt_ready	27700.553594000	3
cnt_submitted	27700.556617000	4
cnt_ready	27700.558561000	4
cnt_submitted	27700.561612000	5
cnt_ready	27700.562933000	5
cnt_submitted	27700.566192000	6
cnt_ready	27700.567427000	6
cnt_submitted	27700.570404000	7
cnt_ready	27700.571716000	7
cnt_submitted	27700.574585000	8
cnt_ready	27700.575913000	8
cnt_submitted	27700.578768000	9
cnt_ready	27700.579976000	9
cnt_submitted	27700.582663000	10
cnt_ready	27700.583983000	10
cnt_submitted	27700.587160000	11
cnt_ready	27700.588857000	11
cnt_ready	27700.589520000	10
cnt_submitted	27700.589520000	10
cnt_submitted	27700.592643000	11
cnt_ready	27700.594136000	11
cnt_submitted	27700.596957000	12
cnt_ready	27700.598148000	12
cnt_submitted	27700.601016000	13
cnt_ready	27700.602258000	13
cnt_submitted	27700.605160000	14
cnt_ready	27700.606273000	14
0	27940.173996000	239.728958000	239.628475000	0.071689000
cnt_ready	27940.198769000	13
cnt_submitted	27940.198769000	13
0	28179.736198000	239.562202000	239.552533000	0.000000000
cnt_ready	28179.765515000	12
cnt_submitted	28179.765515000	12
0	28419.283220000	239.547022000	239.535689000	0.000000000
cnt_ready	28419.309832000	11
cnt_submitted	28419.309832000	11
0	28658.850651000	239.567431000	239.557009000	0.000000000
cnt_ready	28659.115077000	10
cnt_submitted	28659.115077000	10
0	28898.403914000	239.553263000	239.447465000	0.000000000
cnt_ready	28898.459684000	9
cnt_submitted	28898.459684000	9
0	29137.943345000	239.539431000	239.517390000	0.000000000
cnt_ready	29137.969585000	8
cnt_submitted	29137.969585000	8
0	29377.466647000	239.523302000	239.512246000	0.000000000
cnt_ready	29377.490945000	7
cnt_submitted	29377.490945000	7
0	29617.007766000	239.541119000	239.531328000	0.000000000
cnt_ready	29617.030772000	6
cnt_submitted	29617.030772000	6
0	29856.558075000	239.550309000	239.541353000	0.000000000
cnt_ready	29856.604715000	5
cnt_submitted	29856.604715000	5
0	30096.124663000	239.566588000	239.548579000	0.000000000
cnt_ready	30096.196778000	4
cnt_submitted	30096.196778000	4
0	30335.660700000	239.536037000	239.507599000	0.000000000
cnt_ready	30335.715726000	3
cnt_submitted	30335.715726000	3
0	30575.190823000	239.530123000	239.508023000	0.000000000
cnt_ready	30575.219078000	2
cnt_submitted	30575.219078000	2
0	30814.743723000	239.552900000	239.541396000	0.000000000
cnt_ready	30814.767042000	1
cnt_submitted	30814.767042000	1
0	31054.292456000	239.548733000	239.539156000	0.000000000
cnt_ready	31054.318735000	0
cnt_submitted	31054.318735000	0
0	31293.910734000	239.618278000	239.608891000	0.000000000
0	31533.431520000	239.520786000	239.419155000	0.000000000
cnt_submitted	31533.502194000	1
cnt_ready	31533.507193000	1
cnt_ready	31533.511842000	0
cnt_submitted	31533.511842000	0
cnt_submitted	31533.515013000	1
cnt_ready	31533.516873000	1
cnt_submitted	31533.520379000	2
cnt_ready	31533.522051000	2
cnt_submitted	31533.525321000	3
cnt_ready	31533.526750000	3
cnt_submitted	31533.543061000	4
cnt_ready	31533.544855000	4
cnt_submitted	31533.547706000	5
cnt_ready	31533.549023000	5
cnt_submitted	31533.552001000	6
cnt_ready	31533.553465000	6
cnt_submitted	31533.556256000	7
cnt_ready	31533.557531000	7
cnt_submitted	31533.560326000	8
cnt_ready	31533.561674000	8
cnt_submitted	31533.564370000	9
cnt_ready	31533.565665000	9
cnt_submitted	31533.568371000	10
cnt_ready	31533.569763000	10
cnt_submitted	31533.572681000	11
cnt_ready	31533.574205000	11
cnt_ready	31533.577130000	10
cnt_submitted	31533.577130000	10
cnt_submitted	31533.577500000	11
cnt_ready	31533.579059000	11
cnt_submitted	31533.582204000	12
cnt_ready	31533.583852000	12
cnt_submitted	31533.586673000	13
cnt_ready	31533.587819000	13
cnt_submitted	31533.590817000	14
cnt_ready	31533.591933000	14
0	31773.145733000	239.714213000	239.627995000	0.010063000
cnt_ready	31773.172387000	13
cnt_submitted	31773.172387000	13
0	32012.701138000	239.555405000	239.544947000	0.000000000
cnt_ready	32012.723474000	12
cnt_submitted	32012.723474000	12
0	32252.247788000	239.546650000	239.537871000	0.000000000
cnt_ready	32252.274371000	11
cnt_submitted	32252.274371000	11
0	32491.828468000	239.580680000	239.570589000	0.000000000
cnt_ready	32492.131052000	10
cnt_submitted	32492.131052000	10
0	32731.356022000	239.527554000	239.421817000	0.000000000
cnt_ready	32731.425667000	9
cnt_submitted	32731.425667000	9
0	32970.913764000	239.557742000	239.530500000	0.000000000
cnt_ready	32970.968674000	8
cnt_submitted	32970.968674000	8
0	33210.454122000	239.540358000	239.518897000	0.000000000
cnt_ready	33210.480233000	7
cnt_submitted	33210.480233000	7
0	33450.006350000	239.552228000	239.541057000	0.000000000
cnt_ready	33450.028809000	6
cnt_submitted	33450.028809000	6
0	33689.609756000	239.603406000	239.594515000	0.000000000
cnt_ready	33689.634384000	5
cnt_submitted	33689.634384000	5
0	33929.182794000	239.573038000	239.562771000	0.000000000
cnt_ready	33929.233797000	4
cnt_submitted	33929.233797000	4
0	34168.740895000	239.558101000	239.538431000	0.000000000
cnt_ready	34168.823417000	3
cnt_submitted	34168.823417000	3
0	34408.296476000	239.555581000	239.523169000	0.000000000
cnt_ready	34408.322821000	2
cnt_submitted	34408.322821000	2
0	34647.844763000	239.548287000	239.537840000	0.000000000
cnt_ready	34647.891207000	1
cnt_submitted	34647.891207000	1
0	34887.376009000	239.531246000	239.512565000	0.000000000
cnt_ready	34887.406111000	0
cnt_submitted	34887.406111000	0
0	35126.906784000	239.530775000	239.519035000	0.000000000
0	35366.500750000	239.593966000	239.584054000	0.000000000
cnt_submitted	35366.563768000	1
cnt_ready	35366.572292000	1
cnt_submitted	35366.583985000	2
cnt_ready	35366.587305000	2
cnt_submitted	35366.593730000	3
cnt_ready	35366.594336000	1
cnt_submitted	35366.594336000	2
cnt_ready	35366.597237000	2
cnt_submitted	35366.602578000	3
cnt_ready	35366.605274000	3
cnt_submitted	35366.611581000	4
cnt_ready	35366.614566000	4
cnt_submitted	35366.619941000	5
cnt_ready	35366.622547000	5
