name	0	CUDA 0
cnt_submitted	35366.628024000	6
cnt_ready	35366.630494000	6
cnt_submitted	35366.636259000	7
cnt_ready	35366.638828000	7
cnt_submitted	35366.644871000	8
cnt_ready	35366.647691000	8
cnt_submitted	35366.653373000	9
cnt_ready	35366.655845000	9
cnt_submitted	35366.662030000	10
cnt_ready	35366.664494000	10
cnt_ready	35366.668561000	9
cnt_submitted	35366.668561000	9
cnt_submitted	35366.670570000	10
cnt_ready	35366.673274000	10
cnt_submitted	35366.678844000	11
cnt_ready	35366.681493000	11
cnt_submitted	35366.686852000	12
cnt_ready	35366.689339000	12
cnt_submitted	35366.694871000	13
cnt_ready	35366.697424000	13
cnt_submitted	35366.703244000	14
cnt_ready	35366.705607000	14
0	35606.235190000	239.734440000	239.631319000	0.000000000
cnt_ready	35606.289549000	13
cnt_submitted	35606.289549000	13
0	35845.739524000	239.504334000	239.482868000	0.000000000
cnt_ready	35845.767007000	12
cnt_submitted	35845.767007000	12
0	36085.284903000	239.545379000	239.533838000	0.000000000
cnt_ready	36085.447092000	11
cnt_submitted	36085.447092000	11
0	36324.809849000	239.524946000	239.459561000	0.000000000
cnt_ready	36324.978974000	10
cnt_submitted	36324.978974000	10
0	36564.362034000	239.552185000	239.485013000	0.000000000
cnt_ready	36564.640992000	9
cnt_submitted	36564.640992000	9
0	36803.944677000	239.582643000	239.485699000	0.000000000
cnt_ready	36804.297142000	8
cnt_submitted	36804.297142000	8
0	37043.466718000	239.522041000	239.367144000	0.000000000
cnt_ready	37044.124196000	7
cnt_submitted	37044.124196000	7
0	37283.028894000	239.562176000	239.461781000	0.000000000
cnt_ready	37283.290340000	6
cnt_submitted	37283.290340000	6
0	37522.558108000	239.529214000	239.426497000	0.000000000
cnt_ready	37522.819823000	5
cnt_submitted	37522.819823000	5
0	37762.085803000	239.527695000	239.423778000	0.000000000
cnt_ready	37762.263460000	4
cnt_submitted	37762.263460000	4
0	38001.645937000	239.560134000	239.490283000	0.000000000
cnt_ready	38001.842854000	3
cnt_submitted	38001.842854000	3
0	38241.206563000	239.560626000	239.482787000	0.000000000
cnt_ready	38241.384486000	2
cnt_submitted	38241.384486000	2
0	38480.795880000	239.589317000	239.519326000	0.000000000
cnt_ready	38481.046766000	1
cnt_submitted	38481.046766000	1
0	38720.361273000	239.565393000	239.467918000	0.000000000
cnt_ready	38720.584764000	0
cnt_submitted	38720.584764000	0
0	38959.935584000	239.574311000	239.484537000	0.000000000
0	39199.482766000	239.547182000	239.443755000	0.000000000
