execute_on_all_wrapper	0	0	0	127.206380000
execute_on_all_wrapper	0	0	0	0.077831000
cuda_malloc_pinned	0	0	0	22.502780000
cuda_malloc_pinned	0	0	0	22.257778000
cuda_malloc_pinned	0	0	0	22.392352000
starpu_dgemm_gemm	0	66355200	492beed5	239.630860000
starpu_dgemm_gemm	0	66355200	492beed5	239.553190000
starpu_dgemm_gemm	0	66355200	492beed5	239.594835000
starpu_dgemm_gemm	0	66355200	492beed5	239.594337000
starpu_dgemm_gemm	0	66355200	492beed5	239.587471000
starpu_dgemm_gemm	0	66355200	492beed5	239.547926000
starpu_dgemm_gemm	0	66355200	492beed5	239.537654000
starpu_dgemm_gemm	0	66355200	492beed5	239.603902000
starpu_dgemm_gemm	0	66355200	492beed5	239.458541000
starpu_dgemm_gemm	0	66355200	492beed5	239.539557000
starpu_dgemm_gemm	0	66355200	492beed5	239.541522000
starpu_dgemm_gemm	0	66355200	492beed5	239.583621000
starpu_dgemm_gemm	0	66355200	492beed5	239.556706000
starpu_dgemm_gemm	0	66355200	492beed5	239.563882000
starpu_dgemm_gemm	0	66355200	492beed5	239.556821000
starpu_dgemm_gemm	0	66355200	492beed5	239.616193000
starpu_dgemm_gemm	0	66355200	492beed5	239.706021000
starpu_dgemm_gemm	0	66355200	492beed5	239.574256000
starpu_dgemm_gemm	0	66355200	492beed5	239.588723000
starpu_dgemm_gemm	0	66355200	492beed5	239.550283000
starpu_dgemm_gemm	0	66355200	492beed5	239.581759000
starpu_dgemm_gemm	0	66355200	492beed5	239.557128000
starpu_dgemm_gemm	0	66355200	492beed5	239.583232000
starpu_dgemm_gemm	0	66355200	492beed5	239.541561000
starpu_dgemm_gemm	0	66355200	492beed5	239.567880000
starpu_dgemm_gemm	0	66355200	492beed5	239.546543000
starpu_dgemm_gemm	0	66355200	492beed5	239.550901000
starpu_dgemm_gemm	0	66355200	492beed5	239.521338000
starpu_dgemm_gemm	0	66355200	492beed5	239.538000000
starpu_dgemm_gemm	0	66355200	492beed5	239.572018000
starpu_dgemm_gemm	0	66355200	492beed5	239.540073000
starpu_dgemm_gemm	0	66355200	492beed5	239.508943000
starpu_dgemm_gemm	0	66355200	492beed5	239.783234000
starpu_dgemm_gemm	0	66355200	492beed5	239.550424000
starpu_dgemm_gemm	0	66355200	492beed5	239.666780000
starpu_dgemm_gemm	0	66355200	492beed5	239.595947000
starpu_dgemm_gemm	0	66355200	492beed5	239.521243000
starpu_dgemm_gemm	0	66355200	492beed5	239.559556000
starpu_dgemm_gemm	0	66355200	492beed5	239.573068000
starpu_dgemm_gemm	0	66355200	492beed5	239.542573000
starpu_dgemm_gemm	0	66355200	492beed5	239.596583000
starpu_dgemm_gemm	0	66355200	492beed5	239.524805000
starpu_dgemm_gemm	0	66355200	492beed5	239.554674000
starpu_dgemm_gemm	0	66355200	492beed5	239.557955000
starpu_dgemm_gemm	0	66355200	492beed5	239.569191000
starpu_dgemm_gemm	0	66355200	492beed5	239.518683000
starpu_dgemm_gemm	0	66355200	492beed5	239.623672000
starpu_dgemm_gemm	0	66355200	492beed5	239.478498000
starpu_dgemm_gemm	0	66355200	492beed5	239.655117000
